2.1852	2.0459	1.9976	2.1867	2.1585	2.1049	2.0446	2.1738	2.1433	2.1649	0.5617	2.1927	2.1925	2.2119	2.15912.1357	2.0368	2.1332	2.0961	2.0487	1.9682	2.0905	2.1655	2.1067	1.9811	2.0057	2.0155	2.0713	2.1515	2.11612.1318	2.0062	2.0490	2.0656	1.9854	2.0719	2.0953	2.0779	2.0866	2.0215	1.9658	1.9718	2.1559	2.1268	2.19762.1978	2.2059	2.2048	
2.2179	2.1627	2.1501	2.2224	2.2055	2.1821	2.1577	2.2138	2.1946	2.2097	2.1708	0.4952	2.2129	2.2261	2.20672.1795	2.1605	2.1796	2.1845	2.1607	2.1401	2.1819	2.2062	2.1802	2.1477	2.1547	2.1533	2.1608	2.1930	2.18552.1927	2.1547	2.1618	2.1705	2.1417	2.1717	2.1836	2.1720	2.1775	2.1541	2.1446	2.1446	2.2030	2.1896	2.23062.2219	2.2278	2.2331	
2.2081	2.1857	2.1816	2.2297	2.2188	2.1998	2.1826	2.2206	2.2081	2.2220	2.1887	2.2242	0.6416	2.1584	2.21592.2039	2.1864	2.1994	2.2054	2.1890	2.1781	2.2025	2.2160	2.1945	2.1798	2.1828	2.1868	2.1907	2.2166	2.20402.2070	2.1863	2.1897	2.1917	2.1726	2.1932	2.2022	2.1950	2.2018	2.1874	2.1783	2.1795	2.2130	2.2042	2.23202.2128	2.2176	2.2351	
2.2227	2.2022	2.2016	2.2385	2.2287	2.2138	2.2008	2.2296	2.2167	2.2305	2.2020	2.2321	2.1563	0.4312	2.22502.2134	2.2050	2.2072	2.2197	2.2057	2.2027	2.2168	2.2244	2.2064	2.2022	2.2026	2.2065	2.2052	2.2263	2.21512.2180	2.2037	2.2039	2.2069	2.1944	2.2085	2.2164	2.2092	2.2182	2.2060	2.2009	2.2002	2.2226	2.2163	2.23822.2207	2.2257	2.2428	
2.2068	2.1320	2.1107	2.2129	2.1954	2.1544	2.1289	2.1207	2.1808	2.0999	2.1487	2.2158	2.2086	2.2239	0.47722.1716	2.1272	2.1683	2.1631	2.1266	2.0923	2.1573	2.1965	2.1581	2.1068	2.1183	2.1139	2.1380	2.1879	2.16882.1676	2.1174	2.1342	2.1435	2.1007	2.1450	2.1596	2.1472	2.1513	2.1153	2.1010	2.1026	2.1839	2.1726	2.15972.2149	2.2224	2.1711	
2.1954	2.1075	2.0836	2.1967	2.1727	2.1374	2.1032	2.1852	2.1644	2.1792	2.1262	2.1866	2.2003	2.2154	2.17340.5213	2.1032	2.1465	2.1396	2.1042	2.0586	2.1380	2.1757	2.1397	2.0775	2.0902	2.0841	2.1069	2.1636	2.14582.1546	2.0894	2.1105	2.1208	2.0731	2.1232	2.1387	2.1235	2.1282	2.0867	2.0696	2.0715	2.1699	2.1512	2.20502.2027	2.2107	2.2104	
2.1694	1.9900	1.9201	2.1682	2.1321	2.0609	1.9847	2.1528	2.1179	2.1409	2.0323	2.1729	2.1827	2.2075	2.13432.1079	0.5867	2.1044	2.0502	1.9874	1.8773	2.0455	2.1425	2.0691	1.8952	1.9282	1.9409	2.0215	2.1252	2.08062.0974	1.9338	1.9951	2.0112	1.9049	2.0214	2.0490	2.0281	2.0356	1.9490	1.8743	1.8846	2.1296	2.0917	2.18212.1889	2.1984	2.1914	
2.1954	2.1058	2.0787	2.1992	2.1780	2.1369	2.1033	2.1852	2.1621	2.1783	2.1245	2.1919	2.1973	2.2135	2.17272.1493	2.1009	0.5130	2.1395	2.1006	2.0521	2.1362	2.1776	2.1406	2.0728	2.0867	2.0805	2.1070	2.1493	2.14872.1519	2.0854	2.1076	2.1190	2.0694	2.1215	2.1385	2.1245	2.1271	2.0835	2.0639	2.0661	2.1702	2.1549	2.20522.2011	2.2081	2.2107	
2.1948	2.0590	2.0122	2.1908	2.1570	2.1136	2.0570	2.1770	2.1508	2.1735	2.0898	2.1967	2.2007	2.2211	2.16692.1420	2.0504	2.1405	0.5891	2.0613	1.9852	2.1026	2.1720	2.1162	1.9966	2.0201	2.0300	2.0807	2.1603	2.12462.1400	2.0231	2.0629	2.0768	2.0017	2.0846	2.1047	2.0879	2.0974	2.0346	1.9826	1.9889	2.1630	2.1310	2.19952.2065	2.2149	2.2087	
2.1766	2.0038	1.9342	2.1757	2.1420	2.0539	2.0004	2.1534	2.1268	2.1400	2.0443	2.1759	2.1865	2.2103	2.13372.1098	1.9878	2.1047	2.0618	0.5946	1.8555	2.0584	2.1433	2.0805	1.9089	1.9419	1.9267	2.0167	2.1264	2.09192.0953	1.9480	2.0062	2.0243	1.9212	2.0343	2.0615	2.0427	2.0305	1.9356	1.8885	1.8987	2.1296	2.1032	2.18292.1938	2.2026	2.1917	
2.1592	1.9054	1.7845	2.1508	2.1073	1.9810	1.8999	2.1239	2.0916	2.1032	1.9683	2.1570	2.1764	2.2057	2.09972.0652	1.8770	2.0566	1.9856	1.8560	0.6229	1.9794	2.1098	2.0236	1.7434	1.7956	1.7572	1.9192	2.0823	2.03432.0415	1.8125	1.9032	1.9305	1.7739	1.9506	1.9839	1.9627	1.9292	1.7729	1.7106	1.7294	2.0922	2.0511	2.16252.1855	2.1959	2.1741	
2.1852	2.0481	1.9995	2.1865	2.1590	2.1046	2.0474	2.1724	2.1422	2.1641	2.0808	2.1890	2.1956	2.2148	2.15752.1364	2.0383	2.1316	2.0976	2.0503	1.9715	0.5445	2.1671	2.1065	1.9833	2.0074	2.0175	2.0735	2.1516	2.11482.1297	2.0092	2.0515	2.0675	1.9851	2.0716	2.0918	2.0736	2.0874	2.0231	1.9685	1.9748	2.1539	2.1252	2.19652.1976	2.2071	2.2038	
2.2094	2.1374	2.1188	2.2163	2.1965	2.1617	2.1358	2.2031	2.1858	2.1999	2.1526	2.2159	2.2106	2.2244	2.19442.1733	2.1346	2.1712	2.1671	2.1348	2.1006	2.1646	0.5279	2.1625	2.1147	2.1250	2.1206	2.1414	2.1906	2.17342.1766	2.1252	2.1410	2.1485	2.1099	2.1507	2.1655	2.1539	2.1563	2.1218	2.1088	2.1105	2.1910	2.1752	2.22142.2167	2.2235	2.2257	
2.1836	2.0730	2.0358	2.1890	2.1643	2.1178	2.0710	2.1762	2.1500	2.1695	2.0997	2.1940	2.1913	2.2095	2.16272.1418	2.0651	2.1401	2.1148	2.0760	2.0181	2.1104	2.1681	0.5259	2.0261	2.0441	2.0515	2.0924	2.1582	2.12842.1392	2.0451	2.0690	2.0887	2.0267	2.0923	2.1124	2.0979	2.1045	2.0557	2.0148	2.0187	2.1596	2.1366	2.19792.1960	2.2039	2.2042	
2.1608	1.8905	1.7729	2.1542	2.1124	2.0148	1.9199	2.1370	2.0962	2.1194	1.9807	2.1652	2.1785	2.2064	2.11482.0845	1.8962	2.0773	1.9990	1.9097	1.7442	1.9927	2.1249	2.0326	0.5995	1.7970	1.8405	1.9639	2.1010	2.04402.0653	1.7933	1.9185	1.9176	1.8008	1.9653	1.9980	1.9759	1.9752	1.8529	1.6833	1.7011	2.1086	2.0603	2.17122.1853	2.1955	2.1816	
2.1652	1.9353	1.8361	2.1610	2.1218	2.0340	1.9449	2.1449	2.1060	2.1294	2.0021	2.1698	2.1812	2.2069	2.12462.0952	1.9272	2.0893	2.0196	1.9405	1.7948	2.0147	2.1332	2.0479	1.7955	0.5915	1.8797	1.9870	2.1115	2.06032.0797	1.8541	1.9479	1.9594	1.8431	1.9887	2.0191	1.9983	2.0000	1.8912	1.7676	1.7827	2.1190	2.0747	2.17672.1874	2.1972	2.1864	
2.1683	1.9612	1.8736	2.1653	2.1277	2.0234	1.9581	2.1417	2.1112	2.1253	2.0128	2.1687	2.1842	2.2098	2.11992.0891	1.9395	2.0834	2.0300	1.9258	1.7574	2.0245	2.1299	2.0551	1.8391	1.8799	0.5963	1.9744	2.1059	2.06792.0730	1.8886	1.9613	1.9833	1.8597	1.9978	2.0283	2.0073	1.9847	0.7090	1.8147	1.8274	2.1141	2.0819	2.17512.1902	2.2005	2.1849	
2.1808	2.0333	1.9784	2.1790	2.1459	2.0801	2.0295	2.1622	2.1343	2.1513	2.0658	2.1747	2.1890	2.2108	2.14502.1107	2.0217	2.1117	2.0817	2.0162	1.9167	2.0813	2.1481	2.0964	1.9615	1.9876	1.9741	0.5928	2.1307	2.10372.1125	1.9895	2.0359	2.0510	1.9681	2.0599	2.0834	2.0656	2.0571	1.9797	1.9431	1.9504	2.1398	2.1144	2.18892.1948	2.2033	2.1972	
2.2096	2.1235	2.0991	2.2133	2.1883	2.1529	2.1199	2.1991	2.1785	2.1945	2.1397	2.1998	2.2099	2.2262	2.18822.1599	2.1193	2.1514	2.1552	2.1192	2.0748	2.1534	2.1905	2.1552	2.0937	2.1063	2.1001	2.1230	0.5133	2.16262.1690	2.1049	2.1239	2.1354	2.0891	2.1384	2.1550	2.1406	2.1438	2.1029	2.0858	2.0875	2.1848	2.1697	2.21972.2156	2.2228	2.2251	
2.1928	2.0826	2.0466	2.1958	2.1682	2.1293	2.0789	2.1844	2.1557	2.1772	2.1073	2.1958	2.2002	2.2170	2.17112.1464	2.0761	2.1474	2.1220	2.0872	2.0286	2.1168	2.1765	2.1269	2.0380	2.0565	2.0636	2.1000	2.1658	0.53382.1492	2.0562	2.0865	2.0998	2.0335	2.1009	2.1111	2.1052	2.1167	2.0668	2.0269	2.0311	2.1677	2.1371	2.20622.2031	2.2116	2.2121	
2.1975	2.0978	2.0655	2.2013	2.1790	2.1258	2.0954	2.1813	2.1644	2.1747	2.1213	2.2036	2.2017	2.2189	2.16822.1540	2.0909	2.1473	2.1359	2.0878	2.0346	2.1308	2.1796	2.1353	2.0575	2.0735	2.0667	2.1057	2.1680	2.14690.5042	2.0740	2.1009	2.1118	2.0556	2.1159	2.1322	2.1187	2.1189	2.0700	2.0476	2.0511	1.9001	2.1534	2.20362.2072	2.2147	2.2101	
2.1674	1.9097	1.8101	2.1639	2.1256	2.0400	1.9566	2.1474	2.1088	2.1323	2.0072	2.1724	2.1828	2.2088	2.12722.0985	1.9367	2.0923	2.0271	1.9506	1.8127	2.0205	2.1362	2.0528	1.7950	1.8568	1.8917	1.9937	2.1146	2.06472.0834	0.6036	1.9561	1.9438	1.8564	1.9943	2.0265	2.0064	2.0070	1.9023	1.7657	1.7796	2.1216	2.0787	2.17922.1891	2.1992	2.1887	
2.1769	2.0116	1.9455	2.1763	2.1445	2.0782	2.0118	2.1621	2.1296	2.1518	2.0520	2.1798	2.1889	2.2107	2.14542.1212	2.0006	2.1167	2.0708	2.0114	1.9075	2.0651	2.1537	2.0783	1.9237	1.9551	1.9681	2.0427	2.1361	2.09702.1121	1.9579	0.5982	2.0320	1.9375	2.0428	2.0699	2.0526	2.0549	1.9748	1.9048	1.9131	2.1418	2.1093	2.18852.1923	2.2014	2.1971	
2.1807	1.9976	1.9288	2.1818	2.1506	2.0873	2.0245	2.1677	2.1338	2.1575	2.0613	2.1863	2.1908	2.2127	2.15132.1267	2.0125	2.1231	2.0795	2.0253	1.9310	2.0756	2.1579	2.0936	1.9172	1.9606	1.9847	2.0521	2.1428	2.10562.1197	1.9394	2.0252	0.5904	1.9552	2.0524	2.0802	2.0624	2.0670	1.9913	1.8958	1.9044	2.1477	2.1143	2.19402.1960	2.2050	2.2019	
2.1533	1.9260	1.8323	2.1481	2.1070	2.0170	1.9229	2.1306	2.0923	2.1139	1.9803	2.1602	2.1707	2.1988	2.10902.0797	1.9022	2.0742	2.0013	1.9186	1.7694	1.9913	2.1197	2.0312	1.7954	1.8409	1.8573	1.9670	2.0961	2.03842.0629	1.8508	1.9299	1.9537	0.5817	1.8409	1.9938	1.9758	1.9801	1.8695	1.7697	1.7839	2.1043	2.0526	2.16392.1783	2.1882	2.1744	
2.1788	2.0315	1.9793	2.1811	2.1512	2.0919	2.0313	2.1667	2.1342	2.1577	2.0652	2.1845	2.1891	2.2113	2.15022.1274	2.0203	2.1242	2.0847	2.0332	1.9490	2.0793	2.1576	2.0950	1.9625	1.9878	1.9977	2.0589	2.1435	2.10522.1208	1.9899	2.0352	2.0507	1.8425	0.5870	2.0816	2.0662	2.0730	2.0047	1.9465	1.9532	2.1471	2.1147	2.19192.1940	2.2028	2.2001	
2.1886	2.0571	2.0085	2.1899	2.1607	2.1096	2.0522	2.1769	2.1462	2.1682	2.0869	2.1935	2.1965	2.2166	2.16162.1382	2.0441	2.1365	2.1006	2.0564	1.9794	2.0944	2.1690	2.1110	1.9920	2.0155	2.0245	2.0780	2.1565	2.1104	2.13382.0190	2.0596	2.0746	1.9901	2.0773	0.5233	2.0802	2.0921	2.0304	1.9786	1.9849	2.1568	2.1249	2.2015	2.19952.2089	2.2080	
2.1839	2.0430	1.9905	2.1833	2.1534	2.0989	2.0395	2.1691	2.1389	2.1606	2.0767	2.1897	2.1937	2.2138	2.15402.1293	2.0290	2.1281	2.0893	2.0428	1.9595	2.0816	2.1622	2.1017	1.9726	1.9984	2.0081	2.0665	2.1486	2.11002.1255	2.0024	2.0466	2.0617	1.9766	2.0679	2.0870	0.5896	2.0804	2.0140	1.9575	1.9647	2.1497	2.1187	2.19382.1979	2.2066	2.2015	
2.1885	2.0445	1.9889	2.1896	2.1605	2.0885	2.0408	2.1699	2.1441	2.1608	2.0792	2.1878	2.1982	2.2195	2.15282.1287	2.0311	2.1244	2.0942	2.0263	1.9274	2.0910	2.1608	2.1031	1.9711	1.9974	1.9817	2.0531	2.1455	2.11682.1208	2.0001	2.0448	2.0613	1.9787	2.0691	2.0927	2.0752	0.5964	1.9895	1.9559	1.9627	2.1488	2.1281	2.19642.2025	2.2117	2.2045	
2.1726	1.9732	1.8875	2.1694	2.1328	2.0305	1.9695	2.1474	2.1143	2.1313	2.0224	2.1729	2.1866	2.2129	2.12572.0955	1.9523	2.0907	2.0390	1.9386	1.7773	2.0353	2.1348	2.0634	1.8561	1.8960	0.6954	1.9838	2.1131	2.07472.0800	1.9037	1.9721	1.9945	1.8774	2.0084	2.0398	2.0174	1.9962	0.6353	1.8300	1.8436	2.1184	2.0889	2.18002.1923	2.2018	2.1891	
2.1596	1.8706	1.7431	2.1504	2.1068	2.0019	1.9026	2.1328	2.0897	2.1129	1.9675	2.1640	2.1774	2.2063	2.11072.0774	1.8771	2.0687	1.9843	1.8906	1.7134	1.9785	2.1195	2.0223	1.6861	1.7707	1.8182	1.9458	2.0934	2.03402.0568	1.7654	1.9021	1.8973	1.7751	1.9504	1.9837	1.9623	1.9607	1.8292	0.6191	1.1147	2.1031	2.0502	2.16872.1851	2.1958	2.1794	
2.1626	1.8827	1.7587	2.1543	2.1124	2.0115	1.9142	2.1369	2.0966	2.1186	1.9761	2.1697	2.1801	2.2071	2.11592.0843	1.8895	2.0754	1.9960	1.9050	1.7312	1.9873	2.1255	2.0301	1.7052	1.7868	1.8333	1.9575	2.1000	2.04052.0633	1.7812	1.9137	1.9096	1.7893	1.9603	1.9944	1.9723	1.9713	1.8457	1.1131	0.6113	2.1085	2.0564	2.17212.1872	2.1980	2.1828	
2.2095	2.1274	2.1042	2.2138	2.1907	2.1515	2.1259	2.1946	2.1819	2.1907	2.1466	2.2145	2.2111	2.2262	2.18452.1704	2.1234	2.1653	2.1609	2.1231	2.0839	2.1557	2.1944	2.1560	2.1000	2.1124	2.1073	2.1344	2.1867	2.16671.9034	2.1117	2.1316	2.1401	2.0951	2.1430	2.1561	2.1445	2.1488	2.1085	2.0927	2.0949	0.5145	2.1704	2.21452.2163	2.2236	2.2203	
2.1980	2.0946	2.0615	2.1999	2.1761	2.1361	2.0930	2.1875	2.1623	2.1815	2.1179	2.2041	2.2014	2.2194	2.17552.1548	2.0877	2.1532	2.1316	2.0989	2.0457	2.1271	2.1810	2.1352	2.0538	2.0709	2.0772	2.1114	2.1732	2.14002.1550	2.0706	2.0984	2.1090	2.0483	2.1118	2.1279	2.1159	2.1276	2.0798	2.0435	2.0473	2.1728	0.5204	2.20872.2068	2.2146	2.2149	
2.2283	2.1748	2.1626	2.2381	2.2224	2.1916	2.1720	1.9379	2.2061	2.1422	2.1843	2.2364	2.2239	2.2382	2.15592.2005	2.1727	2.1967	2.1984	2.1728	2.1551	2.1946	2.2206	2.1899	2.1617	2.1686	2.1674	2.1789	2.2163	2.20092.1999	2.1680	2.1754	2.1834	2.1534	2.1842	2.1965	2.1845	2.1925	2.1677	2.1582	2.1582	2.2115	2.2037	0.47832.2313	2.2379	1.8251	
2.1703	2.1795	2.1750	2.2260	2.2133	2.1950	2.1771	2.2166	2.2013	2.2169	2.1835	2.2284	2.2033	2.2170	2.21202.1962	2.1804	2.1934	2.1991	2.1831	2.1762	2.1959	2.2133	2.1885	2.1755	2.1783	2.1820	2.1840	2.2112	2.19632.2022	2.1789	2.1808	2.1865	2.1675	2.1860	2.1946	2.1870	2.1970	2.1818	2.1741	2.1736	2.2092	2.1981	2.22990.4346	1.7714	2.2326	
2.1852	2.1903	2.1869	2.2354	2.2229	2.2043	2.1885	2.2249	2.2109	2.2257	2.1937	2.2377	2.2107	2.2242	2.22072.2061	2.1918	2.2010	2.2105	2.1938	2.1877	2.2067	2.2218	2.1980	2.1873	2.1896	2.1934	2.1943	2.2206	2.20672.2117	2.1911	2.1921	2.1967	2.1791	2.1970	2.2054	2.1983	2.2077	2.1926	2.1857	2.1855	2.2177	2.2082	2.23771.7728	0.4466	2.2403	
2.2418	2.1942	2.1844	2.2515	2.2376	2.2085	2.1919	1.9986	2.2203	2.1687	2.2014	2.2494	2.2346	2.2489	2.17922.2159	2.1928	2.2109	2.2171	2.1924	2.1786	2.2131	2.2341	2.2061	2.1836	2.1892	2.1888	2.1973	2.2315	2.21742.2159	2.1894	2.1943	2.2019	2.1754	2.2027	2.2137	2.2020	2.2108	2.1887	2.1806	2.1805	2.2264	2.2198	1.86342.2424	2.2482	0.5036
